selector,selector_label,datasets_completed,mean_accuracy,median_accuracy,average_rank,median_total_time_s,median_feature_selection_time_s,mean_retained_features,wins_vs_chi2,ties_vs_chi2,losses_vs_chi2,mean_memory_delta_mb
chi2,$\chi^2$,17,0.8135553665907997,0.8147841726618705,1.7647058823529411,1.2534115599934013,0.5670644100056961,500.0,,,,39.834099264705884
anova_f,ANOVA-F,17,0.7736690682471061,0.782608695652174,3.088235294117647,18.06077410001308,0.0725118999835103,500.0,1.0,2.0,14.0,210.72357536764707
mutual_info,Mutual information,17,0.7920869513990926,0.776,2.4705882352941178,136.07179259997793,114.61627610004508,500.0,6.0,1.0,10.0,205.41153492647058
random,Random,17,0.8150388297165176,0.8,2.676470588235294,21.987455599941317,0.0006227998528629,500.0,4.0,1.0,12.0,206.875
